food,foodon_iri,foodex_iri,foodex_embed_avail
23750 - bogue (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542375,A029X,True
23760 - salema (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542376,A029Y,True
23770 - drums (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542377,A02AB,True
23780 - meagre (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542378,A0FAZ,True
23790 - red drum (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542379,A0FBC,True
23800 - large yellow croaker (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542380,A0FBB,True
23810 - yellow croaker (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542381,A0FBA,True
"23820 - bream, silver (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542382,A02AH,True
23830 - sea catfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542383,A0FBD,True
23840 - pacific sandlance (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542384,A0FBE,True
23850 - bombay-duck (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542385,A0FBF,True
23860 - surgeonfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542386,A02AE,True
23870 - lesser sand eel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542387,A02AF,True
23880 - lizardfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542388,A16QV,False
23890 - miscellaneous demersal marine fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542389,A02AG,True
23900 - wolffishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542390,A02BL,True
23910 - wolffish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542391,A029Z,True
23920 - conger (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542392,A02AK,True
"23930 - conger, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542393,A02AL,True
23940 - ocean perch (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542394,A02AM,True
23950 - scorpion fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542395,A02AN,True
"23960 - anglerfish, monkfish and stargazers (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542396,A02BJ,True
23970 - dories (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542397,A02BK,True
"23980 - hairtails, scabbardfishes (generic) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542398,A0FBG,True
23990 - alfonsinos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542399,A0FBH,True
24000 - cusk-eels (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542400,A0FBJ,True
"24010 - herrings, sardines, anchovies (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542401,A0F9V,True
24020 - sardines and sardine-type fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542402,A02DA,True
24030 - european sardine (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542403,A02DB,True
24040 - sardinella or oil sardine (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542404,A02DC,True
24050 - anchovies (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542405,A02DD,True
24060 - herrings (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542406,A02DE,True
"24070 - herring, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542407,A02DF,True
"24080 - herring, baltic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542408,A16FS,False
"24090 - herring, pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542409,A02DG,True
24100 - sprat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542410,A02DH,True
24110 - menhaden (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542411,A02AC,True
"24120 - tunas, bonitos, billfishes (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542412,A0F9X,True
24130 - tuna and bonito (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542413,A02DR,True
24140 - bonito (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542414,A02DS,True
"24150 - bonito, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542415,A02DT,True
"24160 - bonito, eastern pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542416,A02DV,True
24170 - tuna (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542417,A02DX,True
24180 - albacore (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542418,A02DY,True
"24190 - tuna, bigeye (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542419,A02DZ,True
"24200 - tuna, blackfin (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542420,A02EA,True
"24210 - tuna, bluefin (generic) (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542421,A02EB,True
24220 - northern bluefin tuna (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542422,A02ED,True
24230 - southern bluefin tuna (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542423,A02EC,True
"24240 - tuna, longtail (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542424,A02EE,True
"24250 - tuna, skipjack (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542425,A02EF,True
"24260 - tuna, yellowfin (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542426,A02EG,True
24270 - bullet tuna (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542427,A07Y1,True
24280 - swordfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542428,A07Y0,True
24290 - seerfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542429,A02CS,True
24300 - spanish mackerel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542430,A02CR,True
24310 - king mackerel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542431,A02CQ,True
24320 - other billfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542432,A0FBK,True
24330 - miscellaneous pelagic marine fishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542433,A02BM,True
24340 - butterfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542434,A02AJ,True
"24350 - pomfret, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542435,A02AP,True
"24360 - pomfret, indo-pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542436,A0FBL,True
24370 - bluefish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542437,A02AQ,True
24380 - pompanos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542438,A0FBM,True
24390 - cobia (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542439,A0FBP,True
24400 - amberjack (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542440,A0FBN,True
24410 - barracudas (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542441,A02BN,True
24420 - capelin (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542442,A02BP,True
24430 - dolphinfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542443,A02BQ,True
24440 - horse jack (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542444,A02BR,True
24450 - garfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542445,A02BS,True
24460 - jack mackerel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542446,A02CM,True
24470 - horse mackerels (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542447,A02CN,True
24480 - scad (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542448,A02CP,True
24490 - mackerel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542449,A02CT,True
"24500 - mackerel, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542450,A02CV,True
"24510 - mackerel, chub (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542451,A02CX,True
"24520 - mackerel, indian (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542452,A02CY,True
"24530 - mackerel, short (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542453,A02CZ,True
"24540 - sharks, rays, chimaeras (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542454,A0F9Y,True
24550 - sharks (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542455,A02DJ,True
24560 - liveroil shark (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542456,A02DK,True
24570 - blue shark (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542457,A0FBQ,True
24580 - porbeagle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542458,A02DL,True
24590 - thresher sharks (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542459,A0FBR,True
24600 - requiem shark (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542460,A02DM,True
24610 - smooth hounds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542461,A02DN,True
24620 - spiny dogfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542462,A02DP,True
24630 - rays (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542463,A02DQ,True
24640 - marine fishes not identified (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542464,A04RS,True
24650 - fish offal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542465,A02EH,True
24660 - fish liver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542466,A02EJ,True
24670 - shark liver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542467,A02EK,True
24680 - cod liver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542468,A02EL,True
24690 - fish roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542469,A02EM,True
24700 - bluefish roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542470,A02EN,True
24710 - cod roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542471,A02EP,True
24720 - dolphinfish roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542472,A02EQ,True
24730 - flounder roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542473,A02ER,True
24740 - herring roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542474,A02ES,True
24750 - mackerel roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542475,A02ET,True
24760 - mullet roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542476,A02EV,True
"24770 - salmon roe, pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542477,A02EX,True
"24780 - salmon roe, atlantic (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542478,A02EY,True
24790 - shad roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542479,A02EZ,True
24800 - sturgeon roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542480,A02FA,True
24810 - lumpfish roe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542481,A0F7F,True
24820 - other fish offal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542482,A02FB,True
24830 - crustaceans (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542483,A02FD,True
24840 - freshwater crustaceans (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542484,A02FE,True
24850 - freshwater crabs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542485,A02FF,True
24860 - chinese mitten crab (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542486,A0FCD,True
24870 - freshwater crayfishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542487,A02FG,True
24880 - red swamp crawfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542488,A0FCE,True
24890 - danube crayfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542489,A0FCF,True
24900 - freshwater shrimps or prawns (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542490,A02FH,True
24910 - giant river prawn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542491,A0FCG,True
24920 - moonsoon river prawn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542492,A0FCH,True
24930 - oriental river prawn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542493,A0FCJ,True
24940 - siberian prawn (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542494,A0FCK,True
"24950 - crabs, sea-spiders (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542495,A02FL,True
24960 - swimming crabs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542496,A0FCL,True
24970 - indo-pacific swamp crab (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542497,A0FCM,True
24980 - blue crab (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542498,A0FCN,True
24990 - tanner crabs (generic) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542499,A0FCQ,True
25000 - edible crab (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542500,A0FCP,True
"25010 - lobsters, spiny-rock lobster (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542501,A0F9Z,True
25020 - lobsters (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542502,A02FP,True
"25030 - lobster, american (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542503,A02FQ,True
"25040 - lobster, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542504,A02FR,True
"25050 - lobster, norway (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542505,A02FS,True
25060 - slipper lobster (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542506,A02FT,True
25070 - spiny and rock lobsters (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542507,A02FV,True
"25080 - king crabs, squat-lobsters (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542508,A0FAA,True
25090 - squat lobsters (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542509,A02FN,True
25100 - king crabs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542510,A0FCR,True
25110 - shrimps and prawns (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542511,A02FX,True
"25120 - prawn, giant tiger (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542512,A02FY,True
"25130 - prawn, northern (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542513,A02FZ,True
25140 - white shrimp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542514,A02GA,True
"25150 - shrimps, common (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542515,A02GB,True
25160 - natantian decapods (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542516,A0FCS,True
25170 - akiami paste shrimp (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542517,A0FCT,True
25180 - metapenaeus shrimps (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542518,A0FCV,True
"25190 - krill, planktonic crustaceans (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542519,A02FM,True
25200 - miscellaneous marine crustaceans (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542520,A02FJ,True
25210 - barnacle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542521,A02FK,True
25220 - squillids (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542522,A0FCX,True
25230 - molluscs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542523,A02GM,True
25240 - freshwater molluscs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542524,A02HY,True
"25250 - abalones, winkles, conchs (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542525,A02GS,True
25260 - abalone (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542526,A02GT,True
25270 - limpet (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542527,A02GV,True
"25280 - water snails, conches and whelks (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542528,A02GX,True
25290 - oysters (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542529,A02HG,True
"25300 - oyster, european (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542530,A02HJ,True
"25310 - oyster, portuguese cupped (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542531,A02HK,True
"25320 - oyster, sydney rock (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542532,A02HL,True
"25330 - oyster, pacific cupped (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542533,A02HM,True
25340 - mussels (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542534,A02HF,True
25350 - blue mussel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542535,A0FCY,True
25360 - chilean mussel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542536,A0FCZ,True
25370 - green mussel (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542537,A0FDA,True
"25380 - scallops, pectens (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542538,A02HN,True
"25390 - scallop, australian (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542539,A02HP,True
"25400 - scallop, bay (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542540,A02HQ,True
"25410 - scallop, giant pacific (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542541,A02HR,True
"25420 - scallop, great (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542542,A02HS,True
"25430 - scallop, new zealand (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542543,A02HT,True
"25440 - scallop, queen (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542544,A02HV,True
"25450 - scallop, sea (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542545,A02HX,True
25460 - yesso scallop (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542546,A0FDB,True
"25470 - clams, cockles, arkshells (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542547,A02GZ,True
25480 - clams (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542548,A02HA,True
25490 - razor clam (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542549,A02HB,True
25500 - cockle and arkshell (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542550,A02HC,True
25510 - arkshell (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542551,A02HD,True
25520 - cockles (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542552,A02HE,True
"25530 - squids, cuttlefishes, octopuses (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542553,A02HZ,True
25540 - cuttlefishes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542554,A02JA,True
"25550 - cuttlefish, common (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542555,A02JB,True
25560 - little cuttle (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542556,A02JC,True
25570 - octopuses (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542557,A02JD,True
"25580 - octopus, common (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542558,A02JE,True
"25590 - octopus, musky (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542559,A02JF,True
"25600 - octopus, curled (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542560,A02JG,True
25610 - squids (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542561,A02JH,True
"25620 - squid, common (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542562,A02JJ,True
"25630 - squid, european flying (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542563,A02JK,True
"25640 - squid, japanese flying (efsa foodex2)",http://purl.obolibrary.org/obo/FOODON_03542564,A02JL,True
